prompt_id,pronoun_sequence_id,stereotype_group_id,cos_similarity: male vs female,cos_similarity: male vs neutral,cos_similarity: female vs neutral
1,1,"Career, Education, and Finance",0.8644448412522496,0.8515138106259046,0.7579937862873841
1,2,"Career, Education, and Finance",0.7800734818826003,0.8275647012832171,0.7168957870372191
1,3,"Career, Education, and Finance",0.813979314128501,0.7391748483089156,0.847745703703583
1,4,"Career, Education, and Finance",0.6252103953680976,0.7685298590032652,0.7736190289150787
1,5,"Career, Education, and Finance",0.8060318188996796,0.7713350846213571,0.7186043218488073
1,6,"Career, Education, and Finance",0.7485088108660276,0.8207412981580393,0.8229763037546913
1,7,"Career, Education, and Finance",0.727421542866193,0.780357530790434,0.8577514928778371
1,8,"Career, Education, and Finance",0.8004635323017619,0.7334335530878426,0.7797787132816578
1,9,"Career, Education, and Finance",0.6752903778251228,0.732910985508384,0.8800617926619363
1,10,"Career, Education, and Finance",0.8604724423831718,0.801991187399852,0.7976742916840822
1,11,"Career, Education, and Finance",0.6941107371323317,0.7207540128734224,0.6143652216838194
1,12,"Career, Education, and Finance",0.7506267142930756,0.7172156892380969,0.8266817079550433
1,13,"Career, Education, and Finance",0.6005677391576717,0.665611512656311,0.7954526152561312
1,14,"Career, Education, and Finance",0.662777940302535,0.5091968777868301,0.6280686112149129
1,15,"Career, Education, and Finance",0.7951330347420832,0.7556293443619133,0.8497432283120658
1,16,"Career, Education, and Finance",0.8606638094580106,0.8557122310237523,0.9123710104420072
1,17,"Career, Education, and Finance",0.7369162399806463,0.8038680289323488,0.8721184050648831
1,18,"Career, Education, and Finance",0.9194393841048528,0.7237665797656281,0.7420492758940611
1,19,"Career, Education, and Finance",0.4319114162648029,0.5325660288348667,0.7606460887298861
1,20,"Career, Education, and Finance",0.4434732610820626,0.6560535041378079,0.5960099894332564
1,21,"Career, Education, and Finance",0.553892863658972,0.5499676773256182,0.827272433923423
1,22,"Career, Education, and Finance",0.8042671834081592,0.6758491642280264,0.6474329397553044
1,23,"Career, Education, and Finance",0.4483125972827371,0.6000237631773712,0.5947285398297502
1,24,"Career, Education, and Finance",0.7015359218730387,0.7310652467421999,0.6969782840735806
1,25,"Career, Education, and Finance",0.9624333302496624,0.9289416339181702,0.9676772574337196
1,26,"Career, Education, and Finance",0.6652544296790055,0.758488821219937,0.6661610238081643
1,27,"Career, Education, and Finance",0.7050509840989907,0.7779764586360859,0.6920741767437593
1,28,"Career, Education, and Finance",0.641342478307067,0.6099798352090245,0.8635481062070524
