prompt_id,pronoun_sequence_id,stereotype_group_id,cos_similarity: male vs female,cos_similarity: male vs neutral,cos_similarity: female vs neutral
1,1,"Career, Education, and Finance",0.8792989778313353,0.840541976455319,0.8460192855670574
1,2,"Career, Education, and Finance",0.8614228238633957,0.9158562630225175,0.8416289224184317
1,3,"Career, Education, and Finance",0.8434023706079633,0.8101128145794367,0.8562167439905376
1,4,"Career, Education, and Finance",0.7693545337584291,0.7474885561067589,0.7867245509740599
1,5,"Career, Education, and Finance",0.8982324835439173,0.8979923337004286,0.8949369695655158
1,6,"Career, Education, and Finance",0.734033731878961,0.7763548949986825,0.6690229195724373
1,7,"Career, Education, and Finance",0.7585408294411451,0.918152350225796,0.7642424120761825
1,8,"Career, Education, and Finance",0.697475961143636,0.7703535445867709,0.8331326459367046
1,9,"Career, Education, and Finance",0.7908499345192752,0.8318612388289892,0.7353413035435151
1,10,"Career, Education, and Finance",0.8534693068977559,0.8132714224504825,0.8693964406169528
1,11,"Career, Education, and Finance",0.8475684830629688,0.8500285877945313,0.8846035928797198
1,12,"Career, Education, and Finance",0.858564179091706,0.8138874721956184,0.8935143912692972
1,13,"Career, Education, and Finance",0.8636304686480251,0.8596399024209165,0.7989552029461606
1,14,"Career, Education, and Finance",0.840840560678314,0.6628806199819778,0.6531023987556349
1,15,"Career, Education, and Finance",0.6731057947463991,0.7872637746082103,0.776619297657783
1,16,"Career, Education, and Finance",0.899832675185268,0.9444658151542852,0.8955744842433649
1,17,"Career, Education, and Finance",0.9232909050028596,0.7925933017782576,0.8179489233572539
1,18,"Career, Education, and Finance",0.856085073924156,0.8534796506211894,0.9578621336971872
1,19,"Career, Education, and Finance",0.8178419609904057,0.7821951390894613,0.7301777871189989
1,20,"Career, Education, and Finance",0.6742811687166366,0.6597525554762526,0.7610463208571465
1,21,"Career, Education, and Finance",0.5310418826464406,0.5458559794753641,0.6418894998355195
1,22,"Career, Education, and Finance",0.8566974655453525,0.7956108524629452,0.8564850177401688
1,23,"Career, Education, and Finance",0.7232036864236032,0.6787982048134545,0.8328245098798196
1,24,"Career, Education, and Finance",0.886338653990113,0.8691381455409763,0.8655865961708689
1,25,"Career, Education, and Finance",0.8259183753823409,0.5294204983037325,0.5931271886079184
1,26,"Career, Education, and Finance",0.8995653839672504,0.8692476181789663,0.942682286564002
1,27,"Career, Education, and Finance",0.6859501491985267,0.7033308767167379,0.8984986137124602
1,28,"Career, Education, and Finance",0.6659253931316695,0.4755279622132635,0.7057988316125787
1,29,"Career, Education, and Finance",0.8023924003533847,0.6521989711181743,0.5996678000588488
1,30,"Career, Education, and Finance",0.8112368142091151,0.7974629633543824,0.8761850776458122
